relative_image_path,class_index,brand,model,brand_id,model_id,year,viewpoint,image_type,x_min,y_min,x_max,y_max
139/1641/2013/7769ff529609c0.jpg,3,Acura,RDX,139,1641,2013,4,1,130,183,668,449
139/1641/2013/98416d5404c3bf.jpg,3,Acura,RDX,139,1641,2013,4,1,46,201,745,509
139/1641/2013/a04731836ed34d.jpg,3,Acura,RDX,139,1641,2013,3,1,44,238,748,492
139/1641/2013/397e65ef5aa1f4.jpg,3,Acura,RDX,139,1641,2013,5,1,38,199,773,507
139/1641/2013/a93142b2b971e6.jpg,3,Acura,RDX,139,1641,2013,2,1,80,6,702,559
139/1641/2013/0fa457a5a2a431.jpg,3,Acura,RDX,139,1641,2013,3,1,78,304,767,561
139/1641/2013/81d644cba7350f.jpg,3,Acura,RDX,139,1641,2013,3,1,9,239,789,525
139/1641/2013/fb8b63b25afe14.jpg,3,Acura,RDX,139,1641,2013,4,1,34,140,766,476
139/1641/2013/ea32a1ddecbf68.jpg,3,Acura,RDX,139,1641,2013,4,1,109,173,812,529
139/1641/2013/84ec43d7e75f18.jpg,3,Acura,RDX,139,1641,2013,2,1,178,126,639,524
139/1641/2013/affe11f2c5a1c1.jpg,3,Acura,RDX,139,1641,2013,5,1,27,180,777,541
139/1641/2013/c9302835169308.jpg,3,Acura,RDX,139,1641,2013,4,1,60,164,756,514
139/1641/2015/872a9c028760b9.jpg,3,Acura,RDX,139,1641,2015,4,1,130,164,682,442
139/1641/2013/f8e38b2e1d856b.jpg,3,Acura,RDX,139,1641,2013,3,1,338,324,768,486
139/1641/2013/c7e06c1cb9b291.jpg,3,Acura,RDX,139,1641,2013,1,1,174,121,620,454
139/1641/2015/c4d3af486e2ee1.jpg,3,Acura,RDX,139,1641,2015,3,1,31,117,766,455
139/1641/2013/8b0188f63b6b89.jpg,3,Acura,RDX,139,1641,2013,3,1,83,258,776,512
